,Gare,Latitude,Longitude
1858,Montreux-Vieux,47.6178576,7.0253947
1859,Montrichard,47.3437658,1.1717596
1860,Montroc le Planet,45.996415,6.9345425
1861,Montrond-les-Bains,45.644429,4.248814
1862,Montry - Condé,48.8908268,2.8262345
1863,Monts,47.2818,0.65448
1864,Montsoult - Maffliers,49.06611,2.32229
1865,Montsûrs,48.14149,-0.5506416
1866,Montville,49.551284,1.070046
1867,Moosch,47.8607454,7.0507631
1868,Morannes,47.7390902,-0.4179693
1869,Morbier,46.5392164,6.0176446
1870,Morcenx,44.033565,-0.90864
1871,Moret - Veneux-les-Sablons,48.37838,2.79941
1872,Moreuil,49.77699,2.47582
1873,Morez,46.5262166,6.023578
1874,Morgny-la-Pommeraye,49.5232183,1.2478526
1875,Morhange,48.9366239,6.6590266
1876,Morières-lès-Avignon,43.9414696,4.9082052
1877,Morlaix,48.57797,-3.832514
1878,Mormant,48.613564,2.88881
1879,Morre,47.2259417,6.0673029
1880,Mortcerf,48.7892191,2.9075554
1881,Morteau,47.053727,6.604653
1882,Morvillars,47.54952,6.93511
1883,Mothern,48.9347327,8.1615803
1884,Motteville,49.6365717,0.8497988
1885,Mouans-Sartoux,43.620318,6.974114
1886,Mouchard,46.976911,5.799644
1887,Moulin Galant,48.58626,2.47332
1888,Moulins sur Allier,46.561346,3.338842
1889,Moulis - Listrac,45.0840273,-0.7447365
1890,Moult - Argences,49.1111851,-0.1864355
1891,Mourmelon-le-Petit,49.1313076,4.3180982
1892,Mouroux,48.8139949,3.0423421
1893,Moustéru,48.5074512,-3.2435052
1894,Moûtiers - Salins - Brides-les-Bains,45.486344,6.531425
1895,Mouy - Bury,49.32045,2.32635
1896,Moyeuvre-Grande,49.246713,6.043226
1897,Muhlbach-sur-Munster,48.0246077,7.0875666
1898,Muizon,49.2781012,3.8915287
1899,Mulhouse,47.742224,7.342396
1900,Mulhouse Dornach,47.74713,7.308477
1901,Mulhouse Musées,47.750185,7.2984302
1902,Mulhouse Zu Rhein,47.7434965,7.3170514
1903,Mullerhof,48.52451,7.3119577
1904,Munchhausen,48.9237982,8.1409912
1905,Mundolsheim,48.6447732,7.721389
1906,Munster,48.0383438,7.1341728
1907,Munster Badischhof,48.0390754,7.1528861
1908,Murat,45.1091483,2.8696045
1909,Muret,43.464824,1.324449
1910,Musée d'Orsay,48.86079,2.325671
1911,Mussidan,45.034329,0.354071
1912,Mutzig,48.5337753,7.4621581
1913,Naintré,46.7595303,0.4963446
1914,Najac,44.221802,1.9761625
1915,Namps - Quevauvillers,49.8082274,2.1053184
1916,Nançois - Tronville,48.7180423,5.2912016
1917,Nancy,48.689861,6.174583
1918,Nangis,48.561336,3.012619
1919,Nanterre Université,48.90122,2.2158277
1920,Nantes,47.216148,-1.542356
1921,Nanteuil - Saâcy,48.9738082,3.2200172
1922,Nanteuil-le-Haudouin,49.14275,2.79459
1923,Nantiat,46.0056192,1.1563734
1924,Narbonne,43.190387,3.00591
1925,Naucelle,44.1854793,2.363504
1926,Neau,48.1574807,-0.4766725
1927,Négrondes,45.3460288,0.8611999
1928,Nemours - Saint-Pierre,48.267884,2.685754
1929,Nérondes,46.9996897,2.8221695
1930,Nerpuy,46.7834177,0.5256884
1931,Nesle,49.7639147,2.9089882
1932,Neufchâteau,48.3583428,5.6904018
1933,Neufchâtel-Hardelot,50.62364,1.643115
1934,Neuillé-Pont-Pierre,47.5580135,0.5649155
1935,Neuilly - Porte Maillot,48.877983,2.284516
1936,Neuilly-lès-Dijon,47.2815829,5.1111983
1937,Neussargues,45.1253044,2.9791866
1938,Neuves-Maisons,48.6147666,6.1078904
1939,Neuvic,45.0999632,0.4450162
1940,Neuville Université,49.01426,2.07886
1941,Neuville-sur-Sarthe,48.0705577,0.1997294
1942,Neuvy-Pailloux,46.883564,1.8642473
1943,Nevers,46.987282,3.150743
1944,Nevers Le Banlay,47.0068974,3.1636746
1945,Nexon,45.6915692,1.1784396
1946,Nézel - Aulnay,48.9387638,1.8405298
1947,Nice,43.704556,7.261904
1948,Nice Pont Michel,43.72254,7.29142
1949,Nice Riquier,43.705554,7.290175
1950,Nice Saint Roch,43.715342,7.286869
1951,Nice Saint-Augustin,43.670728,7.216199
1952,Niederbronn-les-Bains,48.9523989,7.6341348
1953,Nieppe,50.6966975,2.8289655
1954,Nieul,45.9273896,1.1723974
1955,Nîmes,43.832291,4.365845
1956,Nîmes Pont du Gard,43.81681,4.50768
1957,Niolon,43.340223,5.2569415
1958,Niort,46.319491,-0.454639
1959,Nissan,43.2955681,3.116678
1960,Niversac,45.1383083,0.8082195
1961,Nœux-les-Mines,50.48297,2.67393
1962,Nogent - Le Perreux,48.838846,2.494331
1963,Nogent-l'Artaud - Charly,48.968872,3.3220981
1964,Nogent-le-Rotrou,48.3255926,0.8103045
1965,Nogent-sur-Seine,48.49783878,3.49372888
1966,Nogent-sur-Vernisson,47.8527938,2.7375773
1967,Nointel - Mours,49.1327,2.28066
1968,Noirétable,45.816024,3.7611423
1969,Noisy-le-Roi,48.8415189,2.0618388
1970,Noisy-le-Sec,48.896288,2.459306
1971,Noizay,47.4096869,0.8959456
1972,Nomain,50.5023744,3.2063499
1973,Nomain Ouvignies,50.5060755,3.2308175
1974,Nonancourt,48.7757257,1.1929162
1975,Nonant-le-Pin,48.7037802,0.2194656
1976,Nort-sur-Erdre,47.4419243,-1.5033645
1977,Nortkerque,50.8829544,2.0231501
1978,Notre-Dame de Briançon,45.5393185,6.4687785
1979,Notre-Dame-d'Oé,47.4595668,0.7070252
1980,Nouan-le-Fuzelier,47.5337788,2.0330957
1981,Nouvion-sur-Meuse,49.6973135,4.794973
1982,Nouzonville,49.8120125,4.7428155
1983,Novéant-sur-Moselle,49.028635,6.052101
1984,Novillars,47.2839618,6.1327011
1985,Noyal - Acigné,48.1187915,-1.5277646
1986,Noyelles-sur-Mer,50.1875408,1.7045772
1987,Noyen-sur-Sarthe,47.8744544,-0.0981755
1988,Noyon,49.57736,3.00641
1989,Nozières - Brignon,43.9760134,4.2072916
1990,Nuits sous Ravières,47.7291142,4.211186
1991,Nuits-Saint-Georges,47.130545,4.956204
1992,Nurieux-Volognat,46.1842195,5.5327486
1993,Nyer,42.5416979,2.2630177
1994,Obermodern-Zutzendorf,48.8426083,7.547015
1995,Obernai,48.46219,7.48881
1996,Objat,45.2647335,1.4068293
1997,Oderen,47.9118756,6.9734829
1998,Oermingen,49.0003724,7.1317322
1999,Ogeu-les-Bains,43.153939,-0.5076467
2000,Oissel,49.34306,1.101799
2001,Olette - Canaveilles,42.55472,2.2719309
2002,Ollioules - Sanary-sur-Mer,43.122586,5.824979
2003,Olonne-sur-Mer,46.5486605,-1.76738
2004,Oloron-Sainte-Marie,43.1947669,-0.6122826
2005,Ondres,43.5685809,-1.4571793
2006,Onville,49.01367,5.97909
2007,Onzain - Chaumont-sur-Loire,47.492,1.18595
2008,Orange,44.137304,4.819594
2009,Orangis Bois de l'Épine,48.63626,2.407736
2010,Orchamps,47.1500962,5.659147
2011,Orchies,50.47705,3.24888
2012,Orgerus - Béhoust,48.8267809,1.7028344
2013,Orgon,43.7859131,5.0456738
2014,Origny-en-Thiérache,49.8906693,4.0241558
2015,Orléans,47.90796,1.904666
2016,Orly Ville,48.741815,2.40265
2017,Ormoy-Villers,49.2003204,2.8379502
2018,Orry-la-Ville - Coye,49.13895,2.49
2019,Ors,50.1031718,3.626754
2020,Orthez,43.484242,-0.76776
2021,Osny,49.06283,2.05771
2022,Osséja,42.4199665,1.9771166
2023,Ossès - Saint-Martin-d'Arrossa,43.2352119,-1.3048922
2024,Ossun,43.1833684,-0.0214839
2025,Ostricourt,50.44542,3.03244
2026,Oudon,47.3433655,-1.291992
2027,Ouges,47.2559157,5.0727895
2028,Oullins,45.7166261,4.8135793
2029,Ourscamps,49.5341405,2.9540017
2030,Oyonnax,46.259742,5.653338
2031,Ozoir-la-Ferrière,48.77072,2.689841
2032,Pagny-le-Château,47.0462492,5.2010538
2033,Pagny-sur-Meuse,48.6965426,5.7336468
2034,Pagny-sur-Moselle,48.9852003,6.0250346
2035,Paimpol,48.77694,-3.0460958
2036,Pamiers,43.116207,1.619451
2037,Pamproux,46.3996295,-0.051931
2038,Pantin,48.898096,2.400685
2039,Paray-le-Monial,46.447312,4.113744
2040,Parc des Expositions,48.97334,2.51382
2041,Parempuyre,44.9447032,-0.6193396
2042,Parent - Coudes - Champeix,45.6139737,3.2178245
2043,Paris Austerlitz,48.842285,2.364891
2044,Paris Austerlitz,48.842285,2.364891
2045,Paris Bercy Bourgogne - Pays d'Auvergne,48.83917,2.38278
2046,Paris Est,48.876742,2.358424
2047,Paris Gare de Lyon,48.844888,2.37352
2048,Paris Gare de Lyon,48.844888,2.37352
2049,Paris Gare du Nord,48.880185,2.355151
2050,Paris Gare du Nord,48.880185,2.355151
2051,Paris Gare du Nord,48.880185,2.355151
2052,Paris Gare du Nord,48.880185,2.355151
2053,Paris Montparnasse,48.841172,2.320514
2054,Paris Montparnasse,48.841172,2.320514
2055,Paris Saint-Lazare,48.876242,2.325331
2056,Parsac - Gouzon,46.1986154,2.1744416
2057,Pas des Lanciers,43.409655,5.253822
2058,Pau,43.291762,-0.369626
2059,Pauillac,45.2038438,-0.7551342
2060,Paulhaguet,45.2101978,3.5004445
2061,Pavilly,49.563897,0.950644
2062,Peille,43.7920239,7.3800257
2063,Peillon Sainte-Thècle,43.767846,7.366807
2064,Peltre,49.073877,6.2220476
2065,Penhoët,47.2907444,-2.2008664
2066,Penne-d'Agenais,44.3799858,0.8029779
2067,Penthièvre,47.5580254,-3.1330754
2068,Péreire - Levallois,48.8853581,2.2979465
2069,Pérenchies,50.66697,2.97729
2070,Périgueux,45.187408,0.707879
2071,Périgueux Saint-Georges,45.1783328,0.7336349
2072,Pernes - Camblain,50.4802048,2.4310823
2073,Pérols-sur-Vézère,45.5848341,1.97767
2074,Perpignan,42.696292,2.879779
2075,Perrignier,46.303259,6.4249208
2076,Pers,44.887025,2.2403887
2077,Persan - Beaumont,49.14795,2.27914
2078,Pertuis,43.6845547,5.5037023
2079,Pessac,44.80461,-0.63185
2080,Pessac Alouette,44.793355,-0.65965
2081,Petit Jouy - Les Loges,48.770943,2.1470148
2082,Petit Vaux,48.675859,2.3339755
2083,Petit-Croix,47.6101045,6.9947414
2084,Petit-Réderching,49.0493205,7.2997305
2085,Peyrehorade,43.5468102,-1.1157577
2086,Peyrilhac - Saint-Jouvent,45.9596182,1.1699844
2087,Pezou,47.8673364,1.1408714
2088,Phalempin,50.5154,3.0199
2089,Pibrac,43.621364,1.289237
2090,Picon Busserine,43.3309989,5.3927456
2091,Picquigny,49.9461557,2.1432765
2092,Pierre-Bénite,45.7066772,4.8245059
2093,Pierre-Buffière,45.6995226,1.3472667
2094,Pierrefitte - Stains,48.96409,2.37213
2095,Pierrelatte,44.374719,4.703783
2096,Pierrelaye,49.01955,2.15371
2097,Pierreville,48.5488838,6.1241409
2098,Pignans,43.298475,6.2248459
2099,Pihen-lès-Guînes,50.8727855,1.7845632
2100,Pins-Justaret,43.479213,1.399645
2101,Plaisir - Grignon,48.8316509,1.9432973
2102,Plaisir - Les Clayes,48.8304565,1.9600537
2103,Plancoët,48.5216785,-2.2289207
2104,Planès,42.5009185,2.1369269
2105,Pléchâtel,47.8719509,-1.7763615
2106,Plénée-Jugon,48.376656,-2.3546108
2107,Plerguer,48.5314637,-1.8505895
2108,Plestan,48.4256462,-2.4424607
2109,Pleudihen-sur-Rance,48.4993822,-1.9617515
2110,Pleyber-Christ,48.5078255,-3.8825543
2111,Plouaret Trégor,48.6062816,-3.4668231
2112,Plougonver,48.4584133,-3.3704584
2113,Plouharnel - Carnac,47.6042943,-3.1184482
2114,Plouigneau,48.5647064,-3.7100572
2115,Plounérin,48.5816298,-3.5682311
2116,Plouvara - Plerneuf,48.508585,-2.8925136
2117,Podensac,44.6489664,-0.3589057
2118,Pointe de Grave,45.567067,-1.0658575
2119,Poissy,48.9329014,2.0413676
2120,Poitiers,46.582275,0.333241
2121,Poix-de-Picardie,49.7778561,1.9897767
2122,Poix-Terron,49.6500011,4.6365346
2123,Poliénas,45.256006,5.4735849
2124,Poligny,46.8443393,5.7001051
2125,Polliat,46.24464,5.1238268
2126,Pomas,43.1123875,2.2892273
2127,Pommevic,44.1021631,0.9333201
2128,Pompadour,45.3952807,1.3871677
2129,Pompey,48.77304,6.13061
2130,Pons,45.5780767,-0.5389124
2131,Pont Cardinet,48.88755,2.31425
2132,Pont d'Ardres,50.8920781,1.9712144
2133,Pont de Bois,50.62403,3.13026
2134,Pont de Briques,50.6828164,1.6268038
2135,Pont de Dore,45.8427833,3.4903254
2136,Pont de l'Alma,48.8625705,2.3010287
2137,Pont de la Deûle,50.39813,3.08503
2138,Pont de Lignon,45.2597792,4.1372431
2139,Pont de Rungis Aéroport d'Orly,48.748163,2.372792
2140,Pont de Sallaumines,50.4157922,2.8632044
2141,Pont du Garigliano - Hôpital Européen Georges Pompidou,48.839464,2.2712276
2142,Pont Petit,49.06004,2.13046
2143,Pont-à-Mousson,48.90058,6.050842
2144,Pont-à-Vendin,50.4713812,2.8751938
2145,Pont-d'Ain,46.053961,5.3343285
2146,Pont-de-Buis,48.2544024,-4.0861227
2147,Pont-de-l'Arche,49.3170928,1.1596559
2148,Pont-de-Veyle,46.2679114,4.8930347
2149,Pont-du-Casse,44.2328145,0.6758568
2150,Pont-du-Château,45.7885543,3.2377829
2151,Pont-Hébert,49.1625444,-1.1266871
2152,Pont-l'Évêque,49.2870379,0.1921947
2153,Pont-Melvez,48.4702228,-3.3114444
2154,Pont-Remy,50.0472341,1.8988404
2155,Pont-Saint-Vincent,48.6023732,6.1031502
2156,Pont-Sainte-Maxence,49.30974,2.60289
2157,Pont-sur-Yonne,48.286287,3.201463
2158,Pontanevaux,46.2130321,4.7728891
2159,Pontarlier,46.900944,6.353524
2160,Pontchaillou,48.11918,-1.69107
2161,Pontcharra - Saint-Forgeux,45.8714911,4.4927781
2162,Pontcharra sur Bréda,45.434151,6.007917
2163,Pontchâteau,47.435399,-2.088201
2164,Pontgibaud,45.8210001,2.8458031
2165,Pontgouin,48.477867,1.1414359
2166,Ponthierry - Pringy,48.534933,2.54459
2167,Pontmort,45.939486,3.1601248
2168,Pontoise,49.04709,2.09545
2169,Pontorson - Mont-Saint-Michel,48.5527286,-1.5049307
2170,Pontrieux,48.7056437,-3.1574281
2171,Pontrieux Halte,48.6980361,-3.1644959
2172,Porchefontaine,48.7969381,2.1540156
2173,Pornic,47.1145616,-2.0975565
2174,Pornichet,47.2705354,-2.3445765
2175,Port Boulet,47.248836,0.155648
2176,Port-Brillet,48.1106724,-0.9740682
2177,Port-de-Bouc,43.4071317,4.9846006
2178,Port-de-Piles,47.0102599,0.5989179
2179,Port-la-Nouvelle,43.0199342,3.0388188
2180,Port-Saint-Père - Saint-Mars,47.1164915,-1.7393069
2181,Port-Sainte-Marie,44.2504383,0.3905059
2182,Port-Vendres,42.5136077,3.1025762
2183,Porte de Clichy,48.89399,2.31462
2184,Porté-Puymorens,42.539136,1.8248462
2185,Portet Saint-Simon,43.527904,1.389243
2186,Portets,44.6929765,-0.4253931
2187,Pougny - Chancy,46.1446674,5.9613614
2188,Pougues-les-Eaux,47.0767837,3.0940304
2189,Pouilly-sur-Loire,47.2821696,2.9660634
2190,Poussay,48.3227513,6.1264359
2191,Pouxeux,48.1039421,6.5810266
2192,Pouzauges,46.7523536,-0.8146784
2193,Prades - Molitg-les-Bains,42.6170988,2.4294184
2194,Praye sous Vaudémont,48.4327891,6.1006981
2195,Précy-sur-Oise,49.2033492,2.3764638
2196,Preignac,44.5783064,-0.3022296
2197,Presles Courcelles,49.11346,2.28759
2198,Prin-Deyrançon,46.2190177,-0.6365007
2199,Pringy,45.9395239,6.1232736
2200,Prissé-la-Charrière,46.15277,-0.4936249
2201,Prouvy - Thiant,50.3167933,3.4610838
2202,Provenchères-sur-Fave,48.3046291,7.0854904
2203,Provins,48.55577,3.302822
2204,Prunay,49.1988,4.18364
2205,Pruniers-en-Sologne,47.313174,1.6722045
2206,Puget-Ville,43.283085,6.1384483
2207,Pulligny - Autrey,48.5360716,6.1374765
2208,Puteaux,48.88351,2.2335
2209,Puybrun,44.9216335,1.7841548
2210,Puyoô,43.5245425,-0.9108149
2211,Quédillac,48.2484804,-2.1452204
2212,Quesnoy-le-Montant,50.1089683,1.7024945
2213,Quesnoy-sur-Deûle,50.7081361,2.9952832
2214,Questembert,47.6831803,-2.4496002
2215,Quiberon,47.4852978,-3.1181869
2216,Quillan,42.8739607,2.1815581
2217,Quimper,47.994455,-4.092103
2218,Quimperlé,47.869375,-3.552693
2219,Quincieux,45.9068815,4.7785643
2220,Rabastens - Coufouleux,43.819751,1.730567
2221,Raedersheim,47.8869059,7.2840467
2222,Rai - Aube,48.7437153,0.5536992
2223,Raismes,50.3902495,3.4788322
2224,Rambouillet,48.64377,1.83154
2225,Ranchot,47.1525633,5.7246607
2226,Rang-du-Fliers - Verton - Berck,50.41579,1.64805
2227,Ranguin,43.5691636,6.9693134
2228,Ranspach,47.8815954,7.0123184
2229,Raon-l'Étape,48.404002,6.837302
2230,Rassuen,43.4966716,4.9731266
2231,Raves - Ban-de-Laveline,48.265723,7.0378799
2232,Razac-sur-l'Isle,45.1659287,0.5992849
2233,Réaumont - Saint-Cassien,45.3688217,5.5346895
2234,Recquignies,50.2840466,4.0445029
2235,Réding,48.7429595,7.095885
2236,Redon,47.652004,-2.08777
2237,Régny,45.987705,4.2150753
2238,Reichshoffen,48.9310582,7.658132
2239,Reignac-sur-Indre,47.2178494,0.9013322
2240,Reignier,46.1256159,6.2675466
2241,Reims,49.258978,4.024435
2242,Reims Maison Blanche,49.2336853,4.0224927
2243,Rémelfing,49.091627,7.0915336
2244,Rémilly,49.0140249,6.3950968
2245,Remiremont,48.016363,6.598855
2246,Remise à Jorelle,48.89317,2.487751
2247,Remy,49.4331452,2.7059434
2248,Renescure,50.732006,2.3713644
2249,Rennes,48.103517,-1.672744
2250,Rethel,49.504393,4.369566
2251,Retiers,47.9132599,-1.3898439
2252,Retournac,45.2013468,4.0361169
2253,Reuilly,47.0853677,2.0474783
2254,Revigny-sur-Ornain,48.8240449,4.9855736
2255,Revin,49.938756,4.642536
2256,Rezé Pont Rousseau,47.1932425,-1.5495445
2257,Ria-Sirach,42.6034078,2.3907488
2258,Ribécourt,49.50633,2.92714
2259,Riedseltz,48.991063,7.962988
2260,Rieux - Angicourt,49.29866,2.5214
2261,Rilly-la-Montagne,49.1664524,4.0408608
2262,Riom - Châtel-Guyon,45.889965,3.120498
2263,Ris-Orangis,48.659442,2.41442
2264,Rivarennes,47.2677425,0.3618999
2265,Rive-de-Gier,45.524324,4.606648
2266,Rives,45.357535,5.491893
2267,Rivesaltes,42.7664405,2.86789
2268,Rixheim,47.74896,7.406404
2269,Roanne,46.039383,4.063207
2270,Rocamadour - Padirac,44.8183562,1.6573487
2271,Roche-lez-Beaupré,47.2762881,6.1109651
2272,Rochefort,45.947189,-0.963556
2273,Rochy-Condé,49.3986042,2.1727344
2274,Rodez,44.362633,2.58056
2275,Roeschwoog,48.8334661,8.0298738
2276,Rœux,50.3034404,2.8950172
2277,Rognac,43.4866,5.230666
2278,Rohrbach-lès-Bitche,49.05535,7.26433
2279,Roissy-en-Brie,48.795481,2.650165
2280,Rolleville,49.5820461,0.2157828
2281,Romanèche-Thorins,46.1763913,4.7421014
2282,Romans - Bourg-de-Péage,45.048857,5.0498
2283,Rombas - Clouange,49.2560553,6.0990538
2284,Romilly-la-Puthenaye,49.0039213,0.8548621
2285,Romilly-sur-Seine,48.514433,3.728887
2286,Romorantin Blanc Argent,47.3554468,1.7390137
2287,Ronchamp,47.6990308,6.6232791
2288,Ronchin,50.6045664,3.0783734
2289,Roppenheim,48.8510962,8.0623108
2290,Roquebrune-Cap-Martin,43.7606178,7.457343
2291,Roquesérière - Buzet,43.7512472,1.6198753
2292,Rosa Parks,48.89602,2.37397
2293,Roscoff,48.7207491,-3.9833434
2294,Rosheim,48.50525,7.49093
2295,Rosières,49.82253,2.71141
2296,Rosières-aux-Salines,48.60563,6.350457
2297,Rosny Bois Perrier,48.882568,2.480987
2298,Rosny-sous-Bois,48.87099,2.48559
2299,Rosny-sur-Seine,48.997287,1.63009
2300,Rosporden,47.960273,-3.832763
2301,Rosult,50.4563667,3.3490115
2302,Rothau,48.4590026,7.2074902
2303,Roubaix,50.69561,3.16348
2304,Rouen Rive Droite,49.448764,1.094087
2305,Rouessé-Vassé,48.1602933,-0.1995868
2306,Rouffach,47.9602481,7.312455
2307,Rougemont Chanteloup,48.930895,2.51502
2308,Rouillé,46.4190206,0.042169
2309,Roumazières-Loubert,45.8893483,0.5789743
2310,Rountzenheim,48.820435,8.0119078
2311,Route de Launaguet,43.6354791,1.439154
2312,Royan,45.625886,-1.016703
2313,Royat - Chamalières,45.7676495,3.0615022
2314,Rozières-sur-Mouzon,48.1208921,5.7054886
2315,Rue,50.27308,1.6757
2316,Ruelle-sur-Touvre,45.6764185,0.2213325
2317,Ruffec,46.0305185,0.1902055
2318,Ruffey-lès-Echirey,47.370587,5.079358
2319,Rully,46.8804303,4.761033
2320,Rumilly,45.862989,5.947938
2321,Ruminghem,50.8620636,2.1576706
2322,Rungis La Fraternelle,48.74032,2.35298
2323,Russ Hersbach,48.4982211,7.2519246
2324,Saales,48.3471556,7.1103726
2325,Sablé-sur-Sarthe,47.8415934,-0.3419359
2326,Saillagouse,42.4568855,2.0321126
2327,Saillans,44.6944365,5.1940397
2328,Saillat - Chassenon,45.8696297,0.8117415
2329,Sain-Bel,45.811097,4.6012445
2330,Saincaize-Meauce,46.9314165,3.0718704
2331,Sains-du-Nord,50.0889485,4.0016955
2332,Saint-Agnan,46.5020038,3.8788002
2333,Saint-Agne,43.579674,1.450209
2334,Saint-Aignan - Noyers,47.2869126,1.3838369
2335,Saint-Aigulin - La Roche-Chalais,45.1573163,-0.0189768
2336,Saint-Amand-les-Eaux,50.44331,3.41952
2337,Saint-Amand-Longpré,47.693141,1.0119896
2338,Saint-Amand-Montrond - Orval,46.7265409,2.4859441
2339,Saint-Amarin,47.8728596,7.0287447
2340,Saint-Amour,46.4338244,5.3341853
2341,Saint-André-de-Corcy,45.925911,4.948846
2342,Saint-André-de-Cubzac,44.991255,-0.440479
2343,Saint-André-le-Gaz,45.544518,5.524187
2344,Saint-André-lez-Lille,50.6544842,3.0475916
2345,Saint-Antoine,43.3695993,5.3578102
2346,Saint-Antoine-de-Breuilh,44.8466877,0.15196
2347,Saint-Antoine-du-Rocher,47.503839,0.6164676
2348,Saint-Armel,48.014405,-1.5948867
2349,Saint-Astier,45.139027,0.522808
2350,Saint-Aubin - Saint-Luperce,48.4476422,1.3318387
2351,Saint-Aubin-sur-Scie,49.8717479,1.0666642
2352,Saint-Aulaire,45.2488414,1.3986965
2353,Saint-Aunès,43.6354383,3.9628994
2354,Saint-Avold,49.085873,6.7206141
2355,Saint-Avre - La Chambre,45.3530978,6.3028277
2356,Saint-Ay,47.863133,1.7499597
2357,Saint-Béron - La Bridoire,45.5038935,5.7319345
2358,Saint-Blaise-la-Roche Poutay,48.4076094,7.165329
2359,Saint-Bonnet-de-Rochefort,46.1483796,3.1393877
2360,Saint-Brice-sur-Vienne,45.8781476,0.9523481
2361,Saint-Brieuc,48.50758,-2.765
2362,Saint-Césaire,43.8133863,4.3276399
2363,Saint-Chamas,43.5511577,5.0402963
2364,Saint-Chamond,45.47257,4.51695
2365,Saint-Chély-d'Apcher,44.8017375,3.2706895
2366,Saint-Chéron,48.551188,2.125597
2367,Saint-Christophe-Vallon,44.464619,2.4077585
2368,Saint-Clair - Les Roches,45.450392,4.769707
2369,Saint-Claude,46.3899539,5.8603471
2370,Saint-Clément - Laronxe,48.5312283,6.6081108
2371,Saint-Cloud,48.84541,2.21687
2372,Saint-Cyprien,44.8632733,1.0434666
2373,Saint-Cyprien Arènes,43.593438,1.417986
2374,Saint-Cyr Les Lecques - La Cadière,43.185509,5.703858
2375,Saint-Cyr-en-Val La Source,47.8192,1.9476045
2376,Saint-Cyr-l'École,48.7990666,2.0733739
2377,Saint-Dalmas de Tende,44.05582,7.5834505
2378,Saint-Denis,48.9354933,2.3459524
2379,Saint-Denis-de-Pile,44.9786053,-0.1980825
2380,Saint-Denis-des-Murs,45.7889106,1.5514368
2381,Saint-Denis-lès-Martel,44.9459316,1.6663378
2382,Saint-Dié-des-Vosges,48.282225,6.948656
2383,Saint-Dizier,48.642404,4.947855
2384,Saint-Égrève Saint-Robert,45.2357234,5.6712687
2385,Saint-Émilion,44.8811665,-0.1592003
2386,Saint-Erme-Outre-et-Ramecourt,49.5269865,3.8576502
2387,Saint-Étienne Bellevue,45.417128,4.392734
2388,Saint-Étienne Carnot,45.446976,4.385317
2389,Saint-Étienne Châteaucreux,45.443366,4.399722
2390,Saint-Étienne La Terrasse,45.464843,4.379601
2391,Saint-Étienne Le Clapier,45.4371122,4.3782267
2392,Saint-Étienne-de-Montluc,47.2747167,-1.7857107
2393,Saint-Étienne-du-Rouvray,49.3771553,1.1095673
2394,Saint-Fargeau,48.564549,2.542493
2395,Saint-Féliu-d'Avall,42.6772874,2.7378217
2396,Saint-Florent-sur-Cher,46.9921865,2.2525668
2397,Saint-Florentin - Vergigny,47.981058,3.731036
2398,Saint-Flour - Chaudes-Aigues,45.0350122,3.1062862
2399,Saint-Fons,45.7058114,4.8525663
2400,Saint-Gaudens,43.105034,0.729104
2401,Saint-Geniès-de-Malgoirès,43.9501684,4.2149416
2402,Saint-Genouph,47.3710109,0.5969502
2403,Saint-Georges-d'Aurac,45.1605341,3.4947035
2404,Saint-Georges-de-Commiers,45.0437667,5.7017874
2405,Saint-Georges-de-Luzençon,44.066553,2.983784
2406,Saint-Georges-de-Reneins,46.0621952,4.7188908
2407,Saint-Geours-de-Maremne,43.6713719,-1.2412599
2408,Saint-Germain - Saint-Rémy,48.7585,1.2572208
2409,Saint-Germain-au-Mont-d'Or,45.888352,4.804265
2410,Saint-Germain-des-Fossés,46.209185,3.430614
2411,Saint-Germain-du-Puy,47.0965233,2.4846102
2412,Saint-Germain-en-Laye Bel-Air - Fourqueux,48.89494,2.0705
2413,Saint-Germain-en-Laye Grande Ceinture,48.9032098,2.0733132
2414,Saint-Germain-les-Belles,45.6098703,1.4800397
2415,Saint-Germain-sur-Ille,48.2394802,-1.6541804
2416,Saint-Gervais-les-Bains Le Fayet,45.906423,6.701331
2417,Saint-Gildas-des-Bois,47.516614,-2.0438923
2418,Saint-Gilles Lycée Haut-Rhin,48.0758611,7.2609746
2419,Saint-Gilles-Croix-de-Vie,46.696466,-1.941296
2420,Saint-Gratien,48.96403,2.28531
2421,Saint-Hilaire - Brizambourg,45.85007,-0.5347155
2422,Saint-Hilaire - Saint-Nazaire,45.0713405,5.243851
2423,Saint-Hilaire-au-Temple,49.05593,4.37967
2424,Saint-Hilaire-de-Chaléons,47.1057704,-1.8650604
2425,Saint-Hilaire-de-Riez,46.7166736,-1.9496838
2426,Saint-Hilaire-sur-Helpe,50.1319709,3.9140099
2427,Saint-Jacques-de-la-Lande,48.0670983,-1.7142367
2428,Saint-Jean-d'Angély,45.9407739,-0.5097829
2429,Saint-Jean-de-Losne,47.0997302,5.2441226
2430,Saint-Jean-de-Luz - Ciboure,43.385838,-1.66122
2431,Saint-Jean-de-Maurienne Arvan,45.277542,6.354716
2432,Saint-Jean-de-Verges,43.0128587,1.608059
2433,Saint-Jean-Pied-de-Port,43.1679394,-1.2380129
2434,Saint-Jodard,45.8857125,4.125231
2435,Saint-Jory,43.738375,1.371619
2436,Saint-Joseph le Castellas,43.3518976,5.3770681
