gc_obo_gare_origine_r_code_uic_c,gc_obo_type_c,gc_obo_gare_origine_r_name,gc_obo_nature_c,gc_obo_nom_recordtype_sc_c,date,gc_obo_date_heure_restitution_c
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à main,Objet trouvé,2022-12-01T11:45:57+01:00,2023-01-05T07:45:02+01:00
0087547000,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-01T11:43:22+01:00,2023-02-07T21:20:24+01:00
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,Carte Vitale,Objet trouvé,2022-12-01T11:36:51+01:00,2023-01-22T11:03:38+01:00
0087391003,Divers,Paris Montparnasse,Autres divers,Objet trouvé,2022-12-01T11:35:51+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-12-01T11:33:01+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à main,Objet trouvé,2022-12-01T11:26:22+01:00,2022-12-01T16:05:50+01:00
0087686006,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,"Clés, porte-clés",Objet trouvé,2022-12-01T11:24:55+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-01T11:18:25+01:00,2023-01-10T07:47:38+01:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-01T11:16:18+01:00,2022-12-01T16:49:32+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2022-12-01T11:09:13+01:00,2022-12-12T08:11:31+01:00
0087384008,"Vêtements, chaussures",Paris Saint-Lazare,Chaussures (autre que chaussures de ski et patins),Objet trouvé,2022-12-01T10:59:45+01:00,2022-12-01T18:15:40+01:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-01T10:38:21+01:00,2022-12-07T19:23:02+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2022-12-01T10:38:05+01:00,2022-12-01T18:26:29+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-12-01T10:36:36+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à main,Objet trouvé,2022-12-01T10:32:38+01:00,2023-01-10T07:02:35+01:00
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,Carte de crédit,Objet trouvé,2022-12-01T10:28:32+01:00,2022-12-02T16:14:31+01:00
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,Carte de crédit,Objet trouvé,2022-12-01T10:21:44+01:00,2022-12-02T16:10:07+01:00
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,Carte d'abonnement,Objet trouvé,2022-12-01T10:16:46+01:00,2022-12-19T13:01:03+01:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-01T10:16:26+01:00,2022-12-01T17:03:51+01:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-12-01T10:05:12+01:00,2022-12-01T14:04:43+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Nécessaire, mallette de toilette, sac de maquillage",Objet trouvé,2022-12-01T10:04:03+01:00,2022-12-01T11:08:32+01:00
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,Carte de crédit,Objet trouvé,2022-12-01T09:58:11+01:00,2022-12-02T16:15:13+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-12-01T09:47:02+01:00,2022-12-01T12:18:25+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2022-12-01T09:38:18+01:00,2022-12-03T11:08:47+01:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2022-12-01T09:14:59+01:00,
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-01T09:08:18+01:00,2023-01-02T17:28:52+01:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2022-12-01T08:57:12+01:00,2022-12-01T09:34:31+01:00
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,Carte de crédit,Objet trouvé,2022-12-01T08:44:43+01:00,2022-12-02T16:14:56+01:00
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,"Porte-monnaie, portefeuille",Objet trouvé,2022-12-01T08:26:28+01:00,2023-01-02T16:46:31+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2022-12-01T08:20:53+01:00,2022-12-01T08:26:49+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-12-01T08:07:32+01:00,2022-12-01T08:15:26+01:00
0087384008,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,"Clés, porte-clés",Objet trouvé,2022-11-30T23:58:19+01:00,2022-12-13T12:52:02+01:00
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,"Porte-monnaie, portefeuille",Objet trouvé,2022-11-30T23:54:23+01:00,2022-12-08T12:38:57+01:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2022-11-30T19:54:13+01:00,2022-12-30T19:46:23+01:00
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-11-30T19:34:06+01:00,2022-12-06T13:40:24+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-11-30T19:32:09+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2022-11-30T19:30:08+01:00,2022-12-31T15:41:00+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-11-30T18:44:08+01:00,2022-11-30T18:49:12+01:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-11-30T18:23:31+01:00,2022-12-01T15:45:24+01:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-11-30T17:50:23+01:00,
0087686006,Divers,Paris Gare de Lyon,Autres divers,Objet trouvé,2022-11-30T17:47:39+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-11-30T17:31:11+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2022-11-30T17:19:02+01:00,2022-12-15T11:07:11+01:00
0087391003,"Livres, articles de papéterie",Paris Montparnasse,"Photos, albums de photos",Objet trouvé,2022-11-30T17:14:50+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-11-30T17:10:07+01:00,2022-12-01T11:46:08+01:00
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,Téléphone portable,Objet trouvé,2022-11-30T17:06:31+01:00,2022-12-01T16:57:46+01:00
0087384008,"Livres, articles de papéterie",Paris Saint-Lazare,Autres articles de papeterie,Objet trouvé,2022-11-30T16:56:51+01:00,2022-12-05T10:06:10+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-11-30T16:52:48+01:00,
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,Carte d'abonnement,Objet trouvé,2022-11-30T16:42:40+01:00,2022-12-19T12:58:50+01:00
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,Pièce d'identité personnelle et autre,Objet trouvé,2022-11-30T16:40:43+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2022-11-30T16:40:21+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-11-30T16:20:33+01:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2022-11-30T16:19:14+01:00,2022-11-30T16:36:29+01:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à dos,Objet trouvé,2022-11-30T15:16:14+01:00,2022-12-01T15:19:57+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-11-30T15:03:10+01:00,
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,Carte de crédit,Objet trouvé,2022-11-30T15:01:35+01:00,2022-12-02T16:09:53+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-11-30T13:26:00+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2022-11-30T13:19:23+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-11-30T13:13:57+01:00,2023-01-10T07:50:10+01:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2022-11-30T13:10:07+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2022-11-30T12:59:41+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-11-30T12:57:06+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-11-30T12:56:05+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2022-11-30T12:47:20+01:00,2022-11-30T23:17:48+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-11-30T12:46:05+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-11-30T12:39:22+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-11-30T12:29:47+01:00,2022-12-01T09:23:38+01:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2022-11-30T12:23:17+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-11-30T12:17:06+01:00,
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2022-11-30T12:05:57+01:00,2022-11-30T12:38:13+01:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-11-30T12:04:04+01:00,2022-11-30T17:36:28+01:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,Téléphone portable,Objet trouvé,2022-11-30T11:59:17+01:00,2022-12-03T12:01:32+01:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,Autres appareils et accessoires électroniques,Objet trouvé,2022-11-30T11:47:33+01:00,
0087113001,"Livres, articles de papéterie",Paris Est,"Agenda, calendrier",Objet trouvé,2022-11-30T11:46:13+01:00,2022-12-05T19:11:13+01:00
0087391003,Articles médicaux,Paris Montparnasse,Radiographie,Objet trouvé,2022-11-30T11:45:24+01:00,
0087391003,Optique,Paris Montparnasse,Lunettes en étui,Objet trouvé,2022-11-30T11:41:42+01:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"AirPod, casque audio, écouteurs",Objet trouvé,2022-11-30T11:38:18+01:00,2022-12-01T11:29:40+01:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2022-11-30T11:29:10+01:00,
0087384008,"Vêtements, chaussures",Paris Saint-Lazare,"Bonnet, chapeau",Objet trouvé,2022-11-30T11:07:18+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2022-11-30T11:02:40+01:00,2022-11-30T19:41:54+01:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,Tablette tactile,Objet trouvé,2022-11-30T10:56:34+01:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Ordinateur, ordinateur portable, notebook protégé (étui, housse,…)",Objet trouvé,2022-11-30T10:48:43+01:00,2022-11-30T14:47:25+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-11-30T10:43:06+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2022-11-30T10:38:47+01:00,2022-11-30T15:33:19+01:00
0087384008,"Vêtements, chaussures",Paris Saint-Lazare,"Bonnet, chapeau",Objet trouvé,2022-11-30T10:26:36+01:00,2022-12-20T11:58:09+01:00
0087271007,"Vêtements, chaussures",Paris Gare du Nord,Autres vêtements,Objet trouvé,2022-11-30T10:26:02+01:00,
0087384008,"Vélos, trottinettes, accessoires 2 roues",Paris Saint-Lazare,Trottinette,Objet trouvé,2022-11-30T10:23:04+01:00,2022-11-30T18:38:50+01:00
0087384008,Articles médicaux,Paris Saint-Lazare,Radiographie,Objet trouvé,2022-11-30T10:11:25+01:00,
0087384008,"Vêtements, chaussures",Paris Saint-Lazare,"Foulard, écharpe",Objet trouvé,2022-11-30T10:08:50+01:00,
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-11-30T10:01:46+01:00,2022-12-02T13:19:49+01:00
0087384008,"Articles d'enfants, de puériculture",Paris Saint-Lazare,Jeu de société,Objet trouvé,2022-11-30T09:52:28+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-11-30T09:49:52+01:00,2022-11-30T12:36:32+01:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-11-30T09:30:33+01:00,2022-11-30T18:22:35+01:00
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2022-11-30T09:06:02+01:00,2022-11-30T12:05:18+01:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sacoche ventrale, banane",Objet trouvé,2022-11-30T08:57:50+01:00,2022-11-30T18:09:30+01:00
0087384008,"Vêtements, chaussures",Paris Saint-Lazare,"Bonnet, chapeau",Objet trouvé,2022-11-30T08:51:45+01:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-11-30T08:50:22+01:00,2022-11-30T17:57:01+01:00
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,Carte de crédit,Objet trouvé,2022-11-29T21:29:51+01:00,2022-11-30T16:32:16+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sacoche ventrale, banane",Objet trouvé,2022-11-29T20:45:51+01:00,
0087384008,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,"Clés, porte-clés",Objet trouvé,2022-11-29T20:34:05+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2022-11-29T19:56:54+01:00,2022-11-30T17:57:51+01:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-11-29T19:52:15+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-11-29T19:35:34+01:00,2022-11-29T19:38:14+01:00
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2022-11-29T19:28:25+01:00,
0087391003,"Clés, porte-clés, badge magnétique",Paris Montparnasse,"Clés, porte-clés",Objet trouvé,2022-11-29T19:13:45+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-11-29T19:11:39+01:00,2022-11-30T10:20:36+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2022-11-29T19:00:56+01:00,2022-12-01T14:08:36+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-11-29T18:54:54+01:00,2022-11-29T18:57:31+01:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à main,Objet trouvé,2022-11-29T18:38:44+01:00,2022-12-20T16:30:38+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-11-29T18:35:19+01:00,2022-11-29T18:53:38+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-11-29T18:20:25+01:00,2022-11-30T18:48:03+01:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2022-11-29T18:14:47+01:00,2022-12-01T10:35:36+01:00
0087547000,Pièces d'identités et papiers personnels,Paris Austerlitz,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-11-29T18:01:01+01:00,2023-02-07T21:23:11+01:00
0087547000,Pièces d'identités et papiers personnels,Paris Austerlitz,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-11-29T17:57:15+01:00,2023-02-07T21:23:05+01:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,Livre numérique,Objet trouvé,2022-11-29T17:49:53+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Nécessaire, mallette de toilette, sac de maquillage",Objet trouvé,2022-11-29T17:46:18+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2022-11-29T17:17:36+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-11-29T17:14:56+01:00,2022-11-29T17:53:40+01:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-11-29T16:55:20+01:00,2022-11-30T16:17:15+01:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2022-11-29T16:53:10+01:00,2022-11-29T16:58:46+01:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-11-29T15:55:07+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2022-11-29T15:41:39+01:00,2022-11-29T15:44:11+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2022-11-29T15:20:34+01:00,
0087547000,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2022-11-29T15:02:13+01:00,2023-02-07T21:22:51+01:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,Téléphone portable,Objet trouvé,2022-11-29T14:46:24+01:00,2022-12-17T13:45:05+01:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2022-11-29T14:43:27+01:00,
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2022-11-29T14:11:59+01:00,
0087391003,"Livres, articles de papéterie",Paris Montparnasse,Autres articles de papeterie,Objet trouvé,2022-11-29T14:07:04+01:00,
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-11-29T13:57:50+01:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-11-29T13:53:25+01:00,2022-12-26T09:15:18+01:00
0087113001,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2022-11-29T13:51:07+01:00,2022-12-31T09:20:43+01:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2022-11-29T13:50:14+01:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-11-29T13:48:38+01:00,2023-01-22T14:12:18+01:00
0087271007,"Vêtements, chaussures",Paris Gare du Nord,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2022-11-29T13:47:49+01:00,2022-12-05T16:50:02+01:00
0087113001,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2022-11-29T13:42:49+01:00,2022-12-31T09:12:31+01:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,Téléphone portable,Objet trouvé,2022-11-29T13:36:50+01:00,2022-11-30T18:11:26+01:00
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2022-11-29T13:20:42+01:00,2022-11-30T19:32:16+01:00
0087547000,Pièces d'identités et papiers personnels,Paris Austerlitz,Pièce d'identité personnelle et autre,Objet trouvé,2022-11-29T13:08:14+01:00,
0087547000,Pièces d'identités et papiers personnels,Paris Austerlitz,Pièce d'identité personnelle et autre,Objet trouvé,2022-11-29T13:02:19+01:00,2023-02-07T19:28:55+01:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2022-11-29T12:51:32+01:00,2022-12-30T15:14:21+01:00
0087686006,"Livres, articles de papéterie",Paris Gare de Lyon,Livre relié,Objet trouvé,2022-11-29T12:51:01+01:00,2022-12-02T18:16:33+01:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,Carte de crédit,Objet trouvé,2022-11-29T12:47:30+01:00,2023-02-26T12:06:24+01:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,Carte de crédit,Objet trouvé,2022-11-29T12:45:27+01:00,2022-12-01T19:41:48+01:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2022-11-29T12:35:02+01:00,2023-01-25T11:06:56+01:00
0087384008,"Vêtements, chaussures",Paris Saint-Lazare,"Foulard, écharpe",Objet trouvé,2022-11-29T12:33:46+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2022-11-29T12:29:52+01:00,2023-01-10T07:54:40+01:00
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à dos,Objet trouvé,2022-11-29T12:25:18+01:00,
0087391003,"Livres, articles de papéterie",Paris Montparnasse,"Article de papéterie, stylo, classeur",Objet trouvé,2022-11-29T12:11:08+01:00,
0087384008,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,"Clés, porte-clés",Objet trouvé,2022-11-29T12:06:51+01:00,2022-12-01T12:39:34+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-11-29T12:02:25+01:00,2022-11-29T12:41:33+01:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2022-11-29T11:21:13+01:00,2022-12-03T19:34:50+01:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Tablette tactile protégée (étui, housse)",Objet trouvé,2022-11-29T11:00:32+01:00,2022-12-13T12:40:25+01:00
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2022-11-29T10:58:20+01:00,2023-03-01T16:49:41+01:00
0087686006,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,Clé de voiture,Objet trouvé,2022-11-29T10:58:03+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-11-29T10:55:02+01:00,2022-12-06T09:14:18+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-11-29T10:50:36+01:00,
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,"Porte-monnaie, portefeuille",Objet trouvé,2022-11-29T10:42:16+01:00,2023-01-02T17:32:15+01:00
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Carte d'abonnement,Objet trouvé,2022-11-29T10:41:14+01:00,2022-12-29T08:24:16+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-11-29T10:36:52+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2022-11-29T10:30:26+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-11-29T10:23:35+01:00,
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2022-11-29T10:00:22+01:00,2022-11-29T10:31:02+01:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2022-11-29T09:54:03+01:00,
0087391003,Divers,Paris Montparnasse,Autres divers,Objet trouvé,2022-11-29T09:22:13+01:00,
