gc_obo_gare_origine_r_code_uic_c,gc_obo_type_c,gc_obo_gare_origine_r_name,gc_obo_nature_c,gc_obo_nom_recordtype_sc_c,date,gc_obo_date_heure_restitution_c
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-10-31T09:49:24+01:00,2020-11-02T12:01:13+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Nécessaire, mallette de toilette, sac de maquillage",Objet trouvé,2020-10-31T09:27:31+01:00,2020-10-31T14:22:12+01:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-31T07:48:34+01:00,2021-01-01T14:14:03+01:00
0087686006,"Vélos, trottinettes, accessoires 2 roues",Paris Gare de Lyon,Vélo,Objet trouvé,2020-10-30T21:06:04+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-10-30T19:57:31+01:00,2020-10-30T20:32:37+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-10-30T19:28:02+01:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-10-30T19:23:57+01:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2020-10-30T19:19:35+01:00,2020-10-31T15:10:57+01:00
0087391003,"Articles d'enfants, de puériculture",Paris Montparnasse,"Doudou, peluche",Objet trouvé,2020-10-30T18:53:16+01:00,2020-10-30T19:02:49+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-10-30T18:32:39+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-10-30T18:23:20+01:00,
0087686667,"Bagagerie: sacs, valises, cartables",Paris Bercy,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-10-30T18:10:30+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,Chéquier,Objet trouvé,2020-10-30T18:02:42+01:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-10-30T17:57:54+01:00,2021-01-13T11:21:55+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-10-30T16:51:57+01:00,
0087686006,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,"Clés, porte-clés",Objet trouvé,2020-10-30T14:36:51+01:00,
0087686667,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à dos,Objet trouvé,2020-10-30T14:01:21+01:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-10-30T13:12:56+01:00,
0087113001,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-30T13:04:02+01:00,
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,Tablette tactile,Objet trouvé,2020-10-30T12:59:16+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-10-30T12:57:57+01:00,2020-10-30T13:37:59+01:00
0087113001,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-30T12:54:41+01:00,
0087113001,"Bagagerie: sacs, valises, cartables",Paris Est,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-10-30T12:45:02+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-10-30T12:18:30+01:00,
0087686006,"Vêtements, chaussures",Paris Gare de Lyon,"Bonnet, chapeau",Objet trouvé,2020-10-30T12:10:28+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-10-30T11:08:52+01:00,
0087391003,Divers,Paris Montparnasse,Autres divers,Objet trouvé,2020-10-30T11:00:05+01:00,
0087391003,"Clés, porte-clés, badge magnétique",Paris Montparnasse,Clé de voiture,Objet trouvé,2020-10-30T10:55:41+01:00,2020-10-31T13:08:42+01:00
0087391003,"Clés, porte-clés, badge magnétique",Paris Montparnasse,Clé de voiture,Objet trouvé,2020-10-30T10:48:22+01:00,
0087113001,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à dos,Objet trouvé,2020-10-30T10:04:22+01:00,2020-10-31T10:51:56+01:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à main,Objet trouvé,2020-10-30T09:57:18+01:00,2020-11-06T18:48:51+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-10-30T09:28:04+01:00,2020-10-30T13:11:52+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-10-30T09:17:53+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à main,Objet trouvé,2020-10-29T22:39:48+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Valise, sac sur roulettes",Objet trouvé,2020-10-29T22:32:06+01:00,2020-11-09T14:55:41+01:00
0087686667,"Bagagerie: sacs, valises, cartables",Paris Bercy,"Valise, sac sur roulettes",Objet trouvé,2020-10-29T21:02:27+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-10-29T20:49:01+01:00,2020-10-30T08:30:08+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-10-29T20:03:37+01:00,2020-10-31T15:25:50+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Nécessaire, mallette de toilette, sac de maquillage",Objet trouvé,2020-10-29T20:00:57+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à main,Objet trouvé,2020-10-29T19:48:22+01:00,2020-10-30T11:53:49+01:00
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Tablette tactile protégée (étui, housse)",Objet trouvé,2020-10-29T19:40:51+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-10-29T18:40:31+01:00,2020-10-31T16:47:24+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-10-29T17:50:01+01:00,2020-10-30T09:26:31+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-10-29T17:48:24+01:00,2020-10-29T18:33:59+01:00
0087271007,"Vêtements, chaussures",Paris Gare du Nord,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-10-29T17:47:33+01:00,2020-10-29T18:34:46+01:00
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Appareil photo, caméscope/caméras et accessoires",Objet trouvé,2020-10-29T17:43:18+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-10-29T17:19:01+01:00,2020-10-30T14:06:54+01:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-29T17:09:45+01:00,2021-01-28T19:45:47+01:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-10-29T17:04:56+01:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Pièce d'identité personnelle et autre,Objet trouvé,2020-10-29T16:50:06+01:00,2020-10-30T13:34:32+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2020-10-29T16:20:27+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-10-29T16:14:47+01:00,
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-10-29T16:14:43+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2020-10-29T16:05:03+01:00,
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,Carte de crédit,Objet trouvé,2020-10-29T15:59:44+01:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Ordinateur, ordinateur portable, notebook protégé (étui, housse,…)",Objet trouvé,2020-10-29T15:58:29+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-10-29T15:51:20+01:00,2020-10-29T16:40:14+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à main,Objet trouvé,2020-10-29T15:45:02+01:00,2020-11-18T11:38:13+01:00
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-29T15:42:29+01:00,2020-10-29T15:52:04+01:00
0087547000,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-29T15:39:09+01:00,2020-10-31T18:38:44+01:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-29T15:27:30+01:00,2020-11-10T16:03:26+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-10-29T15:15:02+01:00,
0087686006,"Articles de sport, loisirs, camping",Paris Gare de Lyon,Tente,Objet trouvé,2020-10-29T15:11:06+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,Sac à main,Objet trouvé,2020-10-29T15:10:40+01:00,
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,Téléphone portable,Objet trouvé,2020-10-29T14:55:16+01:00,
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,Téléphone portable,Objet trouvé,2020-10-29T14:48:28+01:00,2020-10-30T10:26:41+01:00
0087113001,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-29T14:39:36+01:00,2020-10-29T17:10:45+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-10-29T14:33:29+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2020-10-29T14:30:30+01:00,2020-10-29T17:28:12+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2020-10-29T14:30:10+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-10-29T14:20:51+01:00,
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,Tablette tactile,Objet trouvé,2020-10-29T14:17:52+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-29T14:16:39+01:00,
0087384008,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-29T14:04:02+01:00,
0087113001,"Appareils électroniques, informatiques, appareils photo",Paris Est,"Ordinateur, ordinateur portable, notebook protégé (étui, housse,…)",Objet trouvé,2020-10-29T13:54:44+01:00,2020-10-31T11:27:25+01:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-29T11:40:23+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-10-29T11:19:03+01:00,2020-11-02T10:15:09+01:00
0087384008,"Livres, articles de papéterie",Paris Saint-Lazare,Livre de poche,Objet trouvé,2020-10-29T11:14:13+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-10-29T11:11:30+01:00,
0087384008,"Articles d'enfants, de puériculture",Paris Saint-Lazare,Jeu de société,Objet trouvé,2020-10-29T11:09:16+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à main,Objet trouvé,2020-10-29T11:07:44+01:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Tablette tactile protégée (étui, housse)",Objet trouvé,2020-10-29T11:02:51+01:00,
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,Pièce d'identité personnelle et autre,Objet trouvé,2020-10-29T10:58:35+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2020-10-29T10:49:19+01:00,2020-10-29T18:02:08+01:00
0087686006,"Clés, porte-clés, badge magnétique",Paris Gare de Lyon,"Clés, porte-clés",Objet trouvé,2020-10-29T10:48:59+01:00,
0087384008,Pièces d'identités et papiers personnels,Paris Saint-Lazare,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-10-29T10:43:02+01:00,2020-11-07T14:28:41+01:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-29T10:41:11+01:00,2020-10-30T14:06:06+01:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,Carte de crédit,Objet trouvé,2020-10-29T10:37:50+01:00,
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,"Disque dur externe, clé USB",Objet trouvé,2020-10-29T10:36:35+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-10-29T10:35:12+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-10-29T10:26:22+01:00,2020-10-29T12:28:25+01:00
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2020-10-29T09:54:24+01:00,2020-10-29T14:37:37+01:00
0087113001,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-29T09:06:53+01:00,
0087686667,"Bagagerie: sacs, valises, cartables",Paris Bercy,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-10-28T21:22:05+01:00,
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-28T21:17:38+01:00,2020-10-29T18:10:38+01:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à dos,Objet trouvé,2020-10-28T21:14:01+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2020-10-28T21:11:49+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-10-28T20:57:56+01:00,2020-10-29T11:25:58+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sacoche ventrale, banane",Objet trouvé,2020-10-28T20:53:48+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Valise, sac sur roulettes",Objet trouvé,2020-10-28T20:41:58+01:00,2020-10-29T10:09:17+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-10-28T20:01:02+01:00,
0087686006,"Vêtements, chaussures",Paris Gare de Lyon,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-10-28T19:56:55+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-10-28T19:52:15+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à main,Objet trouvé,2020-10-28T19:49:25+01:00,
0087384008,"Articles d'enfants, de puériculture",Paris Saint-Lazare,"Landau, poussette d'enfants",Objet trouvé,2020-10-28T19:44:02+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-10-28T19:27:58+01:00,2020-10-29T17:57:38+01:00
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Carte d'abonnement,Objet trouvé,2020-10-28T18:28:23+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à dos,Objet trouvé,2020-10-28T18:07:38+01:00,
0087271007,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-10-28T17:59:04+01:00,2020-10-31T17:23:27+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à main,Objet trouvé,2020-10-28T17:51:54+01:00,2020-11-02T11:55:04+01:00
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Carte d'abonnement,Objet trouvé,2020-10-28T17:40:40+01:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-10-28T17:38:36+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-10-28T17:18:33+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-10-28T16:58:35+01:00,2020-11-19T14:08:20+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-10-28T16:36:58+01:00,2020-10-29T15:04:32+01:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-10-28T16:16:04+01:00,2020-10-28T18:40:41+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2020-10-28T15:52:21+01:00,2020-12-14T11:44:43+01:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sacoche pour ordinateur, photo, vidéo",Objet trouvé,2020-10-28T15:39:37+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,"Sacoche pour ordinateur, photo, vidéo",Objet trouvé,2020-10-28T15:15:29+01:00,
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à dos,Objet trouvé,2020-10-28T14:55:38+01:00,2020-10-28T18:46:48+01:00
0087271007,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,Sac à main,Objet trouvé,2020-10-28T14:49:30+01:00,
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-28T14:17:26+01:00,2020-11-06T17:56:14+01:00
0087547000,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2020-10-28T14:07:44+01:00,2020-10-28T16:41:39+01:00
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-28T13:56:02+01:00,2020-11-07T17:28:16+01:00
0087391003,Articles médicaux,Paris Montparnasse,Médicaments,Objet trouvé,2020-10-28T13:42:28+01:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,Autres appareils et accessoires électroniques,Objet trouvé,2020-10-28T13:38:03+01:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,Pièce d'identité personnelle et autre,Objet trouvé,2020-10-28T13:28:53+01:00,2020-10-29T09:12:34+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-10-28T13:23:43+01:00,2020-10-31T17:28:22+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-10-28T13:20:46+01:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-28T13:15:18+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2020-10-28T13:14:19+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-10-28T13:04:47+01:00,2021-01-13T12:08:59+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-10-28T12:55:08+01:00,2020-10-29T17:36:22+01:00
0087391003,"Clés, porte-clés, badge magnétique",Paris Montparnasse,Clé de voiture,Objet trouvé,2020-10-28T12:50:28+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sacoche pour ordinateur, photo, vidéo",Objet trouvé,2020-10-28T12:48:33+01:00,2020-10-29T13:47:03+01:00
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2020-10-28T12:47:29+01:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2020-10-28T12:44:58+01:00,
0087391003,Pièces d'identités et papiers personnels,Paris Montparnasse,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-10-28T12:42:14+01:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-28T12:39:43+01:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,Carte de crédit,Objet trouvé,2020-10-28T12:37:27+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-10-28T12:33:39+01:00,
0087391003,"Clés, porte-clés, badge magnétique",Paris Montparnasse,Clé de voiture,Objet trouvé,2020-10-28T12:33:14+01:00,
0087391003,"Appareils électroniques, informatiques, appareils photo",Paris Montparnasse,"Disque dur externe, clé USB",Objet trouvé,2020-10-28T12:28:04+01:00,2020-11-02T17:47:30+01:00
0087391003,"Vêtements, chaussures",Paris Montparnasse,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2020-10-28T12:09:51+01:00,
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,Téléphone portable,Objet trouvé,2020-10-28T12:08:22+01:00,
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,Téléphone portable,Objet trouvé,2020-10-28T12:04:08+01:00,
0087384008,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-10-28T11:56:52+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-10-28T11:42:46+01:00,2020-12-17T18:03:16+01:00
0087271007,Divers,Paris Gare du Nord,Autres divers,Objet trouvé,2020-10-28T11:41:58+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-10-28T11:36:33+01:00,2020-10-29T09:18:14+01:00
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-10-28T10:28:04+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à main,Objet trouvé,2020-10-28T10:23:10+01:00,2020-10-29T13:00:35+01:00
0087686006,"Articles d'enfants, de puériculture",Paris Gare de Lyon,"Doudou, peluche",Objet trouvé,2020-10-28T10:17:08+01:00,
0087391003,"Porte-monnaie / portefeuille, argent, titres",Paris Montparnasse,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-28T10:12:04+01:00,2020-10-28T17:01:49+01:00
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2020-10-28T08:50:35+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,"Valise, sac sur roulettes",Objet trouvé,2020-10-28T08:39:47+01:00,
0087391003,"Bagagerie: sacs, valises, cartables",Paris Montparnasse,Sac à dos,Objet trouvé,2020-10-28T07:57:22+01:00,2021-02-04T14:13:27+01:00
0087271007,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-27T19:44:23+01:00,
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-27T17:41:08+01:00,2020-10-30T11:58:24+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à main,Objet trouvé,2020-10-27T17:37:13+01:00,
0087686006,Pièces d'identités et papiers personnels,Paris Gare de Lyon,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-10-27T17:30:05+01:00,
0087113001,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-27T17:18:16+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-10-27T17:06:09+01:00,2020-10-30T11:48:01+01:00
0087686006,"Porte-monnaie / portefeuille, argent, titres",Paris Gare de Lyon,"Porte-monnaie, portefeuille",Objet trouvé,2020-10-27T16:57:37+01:00,
0087686006,"Appareils électroniques, informatiques, appareils photo",Paris Gare de Lyon,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-10-27T16:41:11+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à main,Objet trouvé,2020-10-27T16:36:03+01:00,
0087384008,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,"Sacoche ventrale, banane",Objet trouvé,2020-10-27T16:34:54+01:00,2020-10-27T17:16:55+01:00
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Nécessaire, mallette de toilette, sac de maquillage",Objet trouvé,2020-10-27T16:25:41+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,Sac à dos,Objet trouvé,2020-10-27T16:16:50+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-10-27T16:11:52+01:00,
0087686006,"Bagagerie: sacs, valises, cartables",Paris Gare de Lyon,"Valise, sac sur roulettes",Objet trouvé,2020-10-27T15:50:09+01:00,2020-10-27T17:31:21+01:00
